symbol,systematic_name,nutrient,rate,expression,bp,mf
NA,YIL064W,Uracil,0.05,-0.78,biological process unknown,S-adenosylmethionine-dependent methyltransferase activity
CBS2,YDR197W,Uracil,0.05,-0.62,protein biosynthesis,molecular function unknown
CBP3,YPL215W,Uracil,0.05,-0.55,protein complex assembly,molecular function unknown
MRPL51,YPR100W,Uracil,0.05,-0.17,protein biosynthesis*,structural constituent of ribosome
IMG2,YCR071C,Uracil,0.05,-0.14,protein biosynthesis,structural constituent of ribosome
MRPL31,YKL138C,Uracil,0.05,-0.58,protein biosynthesis,structural constituent of ribosome
FMC1,YIL098C,Uracil,0.05,-0.78,protein complex assembly,molecular function unknown
NA,YNL213C,Uracil,0.05,-0.14,mitochondrion organization and biogenesis,molecular function unknown
COX17,YLL009C,Uracil,0.05,0.39,cytochrome c oxidase complex assembly*,thioredoxin peroxidase activity*
RSM18,YER050C,Uracil,0.05,0,protein biosynthesis,structural constituent of ribosome
NA,YBL059C-A,Uracil,0.05,0.01,biological process unknown,molecular function unknown
RSM19,YNR037C,Uracil,0.05,0.39,protein biosynthesis,structural constituent of ribosome
MRPL36,YBR122C,Uracil,0.05,0.16,protein biosynthesis,structural constituent of ribosome
NA,YCL057C-A,Uracil,0.05,-0.78,biological process unknown,molecular function unknown
CYC1,YJR048W,Uracil,0.05,-2.32,electron transport,electron carrier activity
MRPL38,YKL170W,Uracil,0.05,-1.22,protein biosynthesis,structural constituent of ribosome
HEM3,YDL205C,Uracil,0.05,-0.57,heme biosynthesis,hydroxymethylbilane synthase activity
PET191,YJR034W,Uracil,0.05,-0.8,cytochrome c oxidase complex assembly,molecular function unknown
SWS2,YNL081C,Uracil,0.05,-0.7,protein biosynthesis,structural constituent of ribosome
TIM9,YEL020W-A,Uracil,0.05,-1.08,mitochondrial inner membrane protein import,unfolded protein binding*
COX14,YML129C,Uracil,0.05,-1.16,aerobic respiration*,molecular function unknown
MRP10,YDL045W-A,Uracil,0.05,-1.8,protein biosynthesis,structural constituent of ribosome
FYV4,YHR059W,Uracil,0.05,-1.29,biological process unknown,molecular function unknown
MRP2,YPR166C,Uracil,0.05,-1.06,protein biosynthesis,structural constituent of ribosome
MRP49,YKL167C,Uracil,0.05,-0.39,protein biosynthesis,structural constituent of ribosome
NA,YKL137W,Uracil,0.05,-1.29,biological process unknown,molecular function unknown
NA,YER093C-A,Uracil,0.05,-0.31,biological process unknown,molecular function unknown
PUS6,YGR169C,Uracil,0.05,-0.79,tRNA modification*,pseudouridylate synthase activity
MRP1,YDR347W,Uracil,0.05,-0.64,protein biosynthesis,structural constituent of ribosome
NA,YJL062W-A,Uracil,0.05,-1.01,biological process unknown,molecular function unknown
MRPL6,YHR147C,Uracil,0.05,-1.46,protein biosynthesis,structural constituent of ribosome
RSM26,YJR101W,Uracil,0.05,-2.24,protein biosynthesis,structural constituent of ribosome
MRPL35,YDR322W,Uracil,0.05,-2.03,protein biosynthesis,structural constituent of ribosome
MBA1,YBR185C,Uracil,0.05,-1.58,aerobic respiration*,molecular function unknown
SUA5,YGL169W,Uracil,0.05,-1.32,aerobic respiration,molecular function unknown
TOM20,YGR082W,Uracil,0.05,-2.2,mitochondrial matrix protein import,protein transporter activity
ACP1,YKL192C,Uracil,0.05,-1.73,fatty acid biosynthesis,acyl carrier activity
PAM18,YLR008C,Uracil,0.05,-2.06,mitochondrial matrix protein import,unfolded protein binding*
FLX1,YIL134W,Uracil,0.05,-1.24,FAD transport,FAD transporter activity
MRS1,YIR021W,Uracil,0.05,-1.29,Group I intron splicing,RNA binding*
NA,YOR342C,Uracil,0.05,-1.5,biological process unknown,molecular function unknown
NUC1,YJL208C,Uracil,0.05,-1.49,DNA recombination*,ribonuclease activity*
CTM1,YHR109W,Uracil,0.05,-0.59,protein modification,[cytochrome c]-lysine N-methyltransferase activity
NA,YML050W,Uracil,0.05,-1.04,biological process unknown,molecular function unknown
MRPS5,YBR251W,Uracil,0.05,-1.32,protein biosynthesis,structural constituent of ribosome
MRPL11,YDL202W,Uracil,0.05,-1.34,protein biosynthesis,structural constituent of ribosome
MRPL15,YLR312W-A,Uracil,0.05,-1.82,protein biosynthesis,structural constituent of ribosome
MNP1,YGL068W,Uracil,0.05,-1.3,aerobic respiration*,molecular function unknown*
COX11,YPL132W,Uracil,0.05,-1.57,aerobic respiration*,copper ion binding
MRPL17,YNL252C,Uracil,0.05,-1.04,protein biosynthesis,structural constituent of ribosome
NA,YMR157C,Uracil,0.05,-1.36,biological process unknown,molecular function unknown
MAM33,YIL070C,Uracil,0.05,-1.83,aerobic respiration,molecular function unknown
RRF1,YHR038W,Uracil,0.05,-1.6,protein biosynthesis,translation termination factor activity
PET123,YOR158W,Uracil,0.05,-1.56,protein biosynthesis,structural constituent of ribosome
MRPS17,YMR188C,Uracil,0.05,-1.41,protein biosynthesis*,structural constituent of ribosome
MRPL50,YNR022C,Uracil,0.05,-1.98,protein biosynthesis,structural constituent of ribosome
MRPL27,YBR282W,Uracil,0.05,-1.3,protein biosynthesis,structural constituent of ribosome
PAM16,YJL104W,Uracil,0.05,-1.33,mitochondrial matrix protein import,protein binding*
MRPL20,YKR085C,Uracil,0.05,-1.6,protein biosynthesis*,structural constituent of ribosome
MRPS8,YMR158W,Uracil,0.05,-1.36,protein biosynthesis,structural constituent of ribosome
PET117,YER058W,Uracil,0.05,-1.26,cytochrome c oxidase complex assembly,molecular function unknown
PPA2,YMR267W,Uracil,0.05,-1.29,aerobic respiration,inorganic diphosphatase activity
MRPL25,YGR076C,Uracil,0.05,-1.91,protein biosynthesis,structural constituent of ribosome
MRPL13,YKR006C,Uracil,0.05,-1.94,protein biosynthesis,structural constituent of ribosome
CYT2,YKL087C,Uracil,0.05,-1.47,cytochrome c-heme linkage,holocytochrome-c synthase activity
NA,YNR040W,Uracil,0.05,-1.34,biological process unknown,molecular function unknown
ECM19,YLR390W,Uracil,0.05,-0.65,cell wall organization and biogenesis,molecular function unknown
NA,YDR493W,Uracil,0.05,-0.57,biological process unknown,molecular function unknown
MRPS18,YNL306W,Uracil,0.05,-0.48,protein biosynthesis,structural constituent of ribosome
MRP21,YBL090W,Uracil,0.05,-0.68,protein biosynthesis*,structural constituent of ribosome
NA,YDR115W,Uracil,0.05,-0.96,protein biosynthesis*,structural constituent of ribosome
MRP17,YKL003C,Uracil,0.05,-0.84,protein biosynthesis,structural constituent of ribosome
MRPL37,YBR268W,Uracil,0.05,-0.72,protein biosynthesis,structural constituent of ribosome
ISA2,YPR067W,Uracil,0.05,-0.59,iron ion transport,molecular function unknown
MRPL9,YGR220C,Uracil,0.05,-0.78,protein biosynthesis*,structural constituent of ribosome*
MRPL49,YJL096W,Uracil,0.05,-0.79,protein biosynthesis,structural constituent of ribosome
TIM11,YDR322C-A,Uracil,0.05,-1.71,ATP synthesis coupled proton transport,structural molecule activity
MRPS9,YBR146W,Uracil,0.05,-3.03,protein biosynthesis,structural constituent of ribosome
NA,YJL046W,Uracil,0.05,-1.65,biological process unknown,molecular function unknown
MRPL32,YCR003W,Uracil,0.05,-1.52,protein biosynthesis,structural constituent of ribosome
MRPL24,YMR193W,Uracil,0.05,-1.25,protein biosynthesis,structural constituent of ribosome
MRPS35,YGR165W,Uracil,0.05,-0.51,protein biosynthesis*,structural constituent of ribosome
LIP2,YLR239C,Uracil,0.05,-1.77,protein-lipoylation,ligase activity
RSM28,YDR494W,Uracil,0.05,-2.13,protein biosynthesis*,structural constituent of ribosome
RSM23,YGL129C,Uracil,0.05,-1.73,protein biosynthesis,structural constituent of ribosome
MSC6,YOR354C,Uracil,0.05,-1.56,meiotic recombination,molecular function unknown
RSM24,YDR175C,Uracil,0.05,-1.75,protein biosynthesis*,structural constituent of ribosome
NA,YOR286W,Uracil,0.05,-1.33,biological process unknown,molecular function unknown
CLU1,YMR012W,Uracil,0.05,-1.63,translational initiation*,molecular function unknown
AEP2,YMR282C,Uracil,0.05,-0.93,protein biosynthesis,molecular function unknown
NA,YGR283C,Uracil,0.05,-1.77,biological process unknown,molecular function unknown
SSH1,YBR283C,Uracil,0.05,-1.27,cotranslational protein-membrane targeting,protein transporter activity
TOM5,YPR133W-A,Uracil,0.05,-0.71,mitochondrial matrix protein import,protein transporter activity
UTP7,YER082C,Uracil,0.05,-0.69,rRNA processing,snoRNA binding
TIM13,YGR181W,Uracil,0.05,-0.55,mitochondrial inner membrane protein import,protein transporter activity
CBP6,YBR120C,Uracil,0.05,-1.72,protein biosynthesis,molecular function unknown
SAP4,YGL229C,Uracil,0.05,-0.84,G1/S transition of mitotic cell cycle,protein serine/threonine phosphatase activity
MRPS16,YPL013C,Uracil,0.05,-0.15,protein biosynthesis,structural constituent of ribosome
QCR7,YDR529C,Uracil,0.05,-0.74,aerobic respiration*,ubiquinol-cytochrome-c reductase activity
ATP20,YPR020W,Uracil,0.05,-1.08,ATP synthesis coupled proton transport,structural molecule activity
ATP14,YLR295C,Uracil,0.05,-1.47,ATP synthesis coupled proton transport,"hydrogen-transporting ATP synthase activity, rotational mechanism"
SLF1,YDR515W,Uracil,0.05,-1.45,copper ion homeostasis*,RNA binding
NA,YMR244C-A,Uracil,0.05,-0.58,biological process unknown,molecular function unknown
TNA1,YGR260W,Uracil,0.05,-1.71,nicotinamide mononucleotide transport,nicotinamide mononucleotide permease activity
VAS1,YGR094W,Uracil,0.05,-1.19,valyl-tRNA aminoacylation,valine-tRNA ligase activity
NA,YJR056C,Uracil,0.05,-0.99,biological process unknown,molecular function unknown
GRX5,YPL059W,Uracil,0.05,-1.11,response to osmotic stress*,thiol-disulfide exchange intermediate activity
NA,YIL039W,Uracil,0.05,-1.3,biological process unknown,molecular function unknown
DED1,YOR204W,Uracil,0.05,-2.27,translational initiation,RNA helicase activity
TBF1,YPL128C,Uracil,0.05,-1.32,loss of chromatin silencing,DNA binding*
GPI16,YHR188C,Uracil,0.05,-1.08,attachment of GPI anchor to protein,GPI-anchor transamidase activity
NUP100,YKL068W,Uracil,0.05,-1.35,mRNA-nucleus export*,structural molecule activity
NA,YCL045C,Uracil,0.05,-1.12,biological process unknown,molecular function unknown
ADE6,YGR061C,Uracil,0.05,-1.5,'de novo' IMP biosynthesis*,phosphoribosylformylglycinamidine synthase activity
COP1,YDL145C,Uracil,0.05,-1.06,ER to Golgi transport*,molecular function unknown
NA,YHL017W,Uracil,0.05,-1.22,biological process unknown,molecular function unknown
FRS1,YLR060W,Uracil,0.05,-1.58,phenylalanyl-tRNA aminoacylation,phenylalanine-tRNA ligase activity
GCD11,YER025W,Uracil,0.05,-1.75,translational initiation,translation initiation factor activity
PGM1,YKL127W,Uracil,0.05,-1.77,glucose 1-phosphate utilization*,phosphoglucomutase activity
ARX1,YDR101C,Uracil,0.05,-2.2,ribosomal large subunit biogenesis,molecular function unknown
NA,YPL030W,Uracil,0.05,-1.1,biological process unknown,molecular function unknown
IMD3,YLR432W,Uracil,0.05,-2.63,GTP biosynthesis,IMP dehydrogenase activity
ERG12,YMR208W,Uracil,0.05,-1.46,ergosterol biosynthesis,mevalonate kinase activity
DBP2,YNL112W,Uracil,0.05,-1.39,"mRNA catabolism, nonsense-mediated decay",RNA helicase activity
SCP160,YJL080C,Uracil,0.05,-0.91,chromosome segregation*,RNA binding
TIF5,YPR041W,Uracil,0.05,-1.78,regulation of translational initiation*,translation initiation factor activity*
GUA1,YMR217W,Uracil,0.05,-0.84,GMP metabolism,GMP synthase (glutamine-hydrolyzing) activity
DBP6,YNR038W,Uracil,0.05,-0.52,35S primary transcript processing*,ATP-dependent RNA helicase activity
ANB1,YJR047C,Uracil,0.05,-1.54,translational initiation,translation initiation factor activity
SED4,YCR067C,Uracil,0.05,-0.92,ER to Golgi transport,molecular function unknown
NCL1,YBL024W,Uracil,0.05,-0.9,tRNA methylation,tRNA (cytosine-5-)-methyltransferase activity
UBC9,YDL064W,Uracil,0.05,-0.71,G2/M transition of mitotic cell cycle*,ubiquitin-like conjugating enzyme activity
TRM2,YKR056W,Uracil,0.05,-0.92,tRNA modification,tRNA (m5U54) methyltransferase activity
KAP123,YER110C,Uracil,0.05,-1.59,protein-nucleus import,protein carrier activity
SEC14,YMR079W,Uracil,0.05,-1.56,sporulation (sensu Fungi)*,phosphatidylinositol transporter activity
DHH1,YDL160C,Uracil,0.05,-1.1,deadenylylation-dependent decapping*,protein binding
GWT1,YJL091C,Uracil,0.05,-2.33,GPI anchor biosynthesis,molecular function unknown
RLI1,YDR091C,Uracil,0.05,-1.78,translational initiation*,ATPase activity*
TIM18,YOR297C,Uracil,0.05,-0.83,protein-membrane targeting*,protein transporter activity
NA,YDR020C,Uracil,0.05,-1.31,biological process unknown,molecular function unknown
CLN2,YPL256C,Uracil,0.05,-1.52,regulation of cyclin dependent protein kinase activity*,cyclin-dependent protein kinase regulator activity
SFB3,YHR098C,Uracil,0.05,-1.01,ER to Golgi transport,molecular function unknown
PWP1,YLR196W,Uracil,0.05,-1.04,rRNA processing,molecular function unknown
SAD1,YFR005C,Uracil,0.05,-1.55,"nuclear mRNA splicing, via spliceosome","RNA splicing factor activity, transesterification mechanism"
MUQ1,YGR007W,Uracil,0.05,-1.2,phosphatidylethanolamine biosynthesis,ethanolamine-phosphate cytidylyltransferase activity
HDA1,YNL021W,Uracil,0.05,-1.15,"regulation of transcription, DNA-dependent*",histone deacetylase activity
NA,YOR315W,Uracil,0.05,-2.39,biological process unknown,molecular function unknown
RAX2,YLR084C,Uracil,0.05,-1.04,bud site selection,molecular function unknown
GCV2,YMR189W,Uracil,0.05,-1.9,one-carbon compound metabolism*,glycine dehydrogenase (decarboxylating) activity
NA,YER076C,Uracil,0.05,-0.12,biological process unknown,molecular function unknown
SCY1,YGL083W,Uracil,0.05,-0.09,biological process unknown,molecular function unknown
PCL9,YDL179W,Uracil,0.05,-0.52,cell cycle,cyclin-dependent protein kinase regulator activity
TEC1,YBR083W,Uracil,0.05,-0.66,pseudohyphal growth*,specific RNA polymerase II transcription factor activity
AI1,Q0050,Uracil,0.05,-1.56,mRNA processing*,endonuclease activity*
TIF34,YMR146C,Uracil,0.05,-0.5,translational initiation,translation initiation factor activity
NOP7,YGR103W,Uracil,0.05,-0.64,processing of 20S pre-rRNA*,molecular function unknown
SRP68,YPL243W,Uracil,0.05,-1.04,protein-ER targeting*,signal sequence binding
DCW1,YKL046C,Uracil,0.05,-1.15,cell wall biosynthesis (sensu Fungi),molecular function unknown
SEN2,YLR105C,Uracil,0.05,-0.56,tRNA splicing,tRNA-intron endonuclease activity
RFC3,YNL290W,Uracil,0.05,-0.57,mismatch repair*,ATPase activity*
RRP1,YDR087C,Uracil,0.05,-0.99,rRNA processing,molecular function unknown
DST1,YGL043W,Uracil,0.05,-0.73,meiotic recombination*,positive transcription elongation factor activity
CNS1,YBR155W,Uracil,0.05,-1.16,protein folding,unfolded protein binding
TIF35,YDR429C,Uracil,0.05,-0.99,translational initiation,translation initiation factor activity
BCP1,YDR361C,Uracil,0.05,-1.42,biological process unknown,molecular function unknown
NA,YGR001C,Uracil,0.05,-0.92,biological process unknown,methyltransferase activity
TAH18,YPR048W,Uracil,0.05,-0.84,biological process unknown,molecular function unknown
MET22,YOL064C,Uracil,0.05,-2.03,sulfate assimilation*,"3'(2'),5'-bisphosphate nucleotidase activity"
NUP84,YDL116W,Uracil,0.05,-1.25,mRNA-nucleus export*,structural molecule activity
SUB2,YDL084W,Uracil,0.05,-1.77,"nuclear mRNA splicing, via spliceosome*",protein binding*
CSE1,YGL238W,Uracil,0.05,-1.69,protein-nucleus export,importin-alpha export receptor activity
YSH1,YLR277C,Uracil,0.05,-0.98,mRNA polyadenylylation*,RNA binding*
ORC3,YLL004W,Uracil,0.05,-1.04,DNA replication initiation*,DNA replication origin binding
MES1,YGR264C,Uracil,0.05,-2.02,methionyl-tRNA aminoacylation,methionine-tRNA ligase activity
LAG1,YHL003C,Uracil,0.05,-2.79,replicative cell aging*,sphingosine N-acyltransferase activity
NA,YGR117C,Uracil,0.05,-1.6,biological process unknown,molecular function unknown
SEC59,YMR013C,Uracil,0.05,-1.5,protein amino acid glycosylation*,dolichol kinase activity
CKA1,YIL035C,Uracil,0.05,-1.84,protein amino acid phosphorylation*,protein kinase CK2 activity
VPS66,YPR139C,Uracil,0.05,-1.32,protein-vacuolar targeting,molecular function unknown
FAA3,YIL009W,Uracil,0.05,-1.46,lipid metabolism*,long-chain-fatty-acid-CoA ligase activity
HFI1,YPL254W,Uracil,0.05,-0.79,transcription from RNA polymerase II promoter*,transcription cofactor activity
MMM1,YLL006W,Uracil,0.05,-0.76,mitochondrion organization and biogenesis*,molecular function unknown
MPD1,YOR288C,Uracil,0.05,-0.98,protein folding,protein disulfide isomerase activity
GPI8,YDR331W,Uracil,0.05,-0.57,attachment of GPI anchor to protein,GPI-anchor transamidase activity
PUF2,YPR042C,Uracil,0.05,-0.84,"mRNA catabolism, deadenylylation-dependent decay",mRNA binding
NA,YKL056C,Uracil,0.05,-1.14,biological process unknown,molecular function unknown
HGH1,YGR187C,Uracil,0.05,-0.79,biological process unknown,molecular function unknown
ERO1,YML130C,Uracil,0.05,-1.25,protein folding*,electron carrier activity
RPC19,YNL113W,Uracil,0.05,-0.99,transcription from RNA polymerase I promoter*,DNA-directed RNA polymerase activity
UAF30,YOR295W,Uracil,0.05,-0.85,transcription from RNA polymerase I promoter,RNA polymerase I transcription factor activity*
SLX9,YGR081C,Uracil,0.05,-1.28,DNA metabolism,molecular function unknown
ECM1,YAL059W,Uracil,0.05,-1.15,cell wall organization and biogenesis*,molecular function unknown
ERJ5,YFR041C,Uracil,0.05,-0.89,biological process unknown,molecular function unknown
POA1,YBR022W,Uracil,0.05,-0.98,tRNA splicing,phosphoric monoester hydrolase activity
SEC66,YBR171W,Uracil,0.05,-1.23,filamentous growth*,protein transporter activity
TIF11,YMR260C,Uracil,0.05,-1.27,translational initiation,translation initiation factor activity
NA,YIL127C,Uracil,0.05,-0.78,biological process unknown,molecular function unknown
NA,YIL096C,Uracil,0.05,-0.81,biological process unknown,molecular function unknown
NA,YGL108C,Uracil,0.05,-0.34,biological process unknown,molecular function unknown
SHE3,YBR130C,Uracil,0.05,-0.7,intracellular mRNA localization*,mRNA binding
NA,YBR141C,Uracil,0.05,-0.73,biological process unknown,molecular function unknown
DIM1,YPL266W,Uracil,0.05,-0.84,rRNA modification*,"rRNA (adenine-N6,N6-)-dimethyltransferase activity"
RRP7,YCL031C,Uracil,0.05,-0.57,35S primary transcript processing*,molecular function unknown
IPI3,YNL182C,Uracil,0.05,-0.67,35S primary transcript processing*,molecular function unknown
SOF1,YLL011W,Uracil,0.05,-1.09,rRNA modification*,snoRNA binding
FAL1,YDR021W,Uracil,0.05,-1.2,35S primary transcript processing,ATP-dependent RNA helicase activity
DBP9,YLR276C,Uracil,0.05,-1.22,35S primary transcript processing*,ATP-dependent RNA helicase activity
ALG5,YPL227C,Uracil,0.05,-1.71,protein amino acid N-linked glycosylation,dolichyl-phosphate beta-glucosyltransferase activity
